Iteration 0, loss=0.6930614709854126
{'defendant': 0.31391937, 'acronym': 0.31956685, 'saxony': 0.32547134, 'watch': 0.33391035, 'hussein': 0.34466395, 'liked': 0.3528119, 'rock': 0.35997775, 'strict': 0.378354, 'imperfect': 0.37954193, 'eight': 1.0000001}
Iteration 100, loss=0.6926762461662292
Iteration 200, loss=0.6907530426979065
Iteration 300, loss=0.689892053604126
Iteration 400, loss=0.6975107192993164
Iteration 500, loss=0.6793779134750366
Iteration 600, loss=0.6734567880630493
Iteration 700, loss=0.6712284088134766
Iteration 800, loss=0.6756799221038818
Iteration 900, loss=0.7070267796516418
Iteration 1000, loss=0.6868252158164978
Iteration 1100, loss=0.687457799911499
Iteration 1200, loss=0.6911949515342712
Iteration 1300, loss=0.6887220740318298
Iteration 1400, loss=0.7043663859367371
Iteration 1500, loss=0.681961178779602
Iteration 1600, loss=0.7055506706237793
Iteration 1700, loss=0.7057968974113464
Iteration 1800, loss=0.7096203565597534
Iteration 1900, loss=0.7046681642532349
Iteration 2000, loss=0.684991180896759
Iteration 2100, loss=0.7113454937934875
Iteration 2200, loss=0.714099645614624
Iteration 2300, loss=0.6808810830116272
Iteration 2400, loss=0.685502290725708
Iteration 2500, loss=0.691115140914917
Iteration 2600, loss=0.6947378516197205
Iteration 2700, loss=0.690316915512085
Iteration 2800, loss=0.6871575713157654
Iteration 2900, loss=0.6942217946052551
Iteration 3000, loss=0.6906322240829468
Iteration 3100, loss=0.6942653059959412
Iteration 3200, loss=0.6984215974807739
Iteration 3300, loss=0.6928151845932007
Iteration 3400, loss=0.6856873035430908
Iteration 3500, loss=0.7058809995651245
Iteration 3600, loss=0.7034185528755188
Iteration 3700, loss=0.686212956905365
Iteration 3800, loss=0.7075731158256531
Iteration 3900, loss=0.682354748249054
Iteration 4000, loss=0.7051500678062439
Iteration 4100, loss=0.6821957230567932
Iteration 4200, loss=0.6828731894493103
Iteration 4300, loss=0.6882055401802063
Iteration 4400, loss=0.6851133704185486
Iteration 4500, loss=0.6779008507728577
Iteration 4600, loss=0.6723596453666687
Iteration 4700, loss=0.6836062073707581
Iteration 4800, loss=0.6807112693786621
Iteration 4900, loss=0.704097330570221
Iteration 5000, loss=0.6758584976196289
Iteration 5100, loss=0.6852695941925049
Iteration 5200, loss=0.7017285823822021
Iteration 5300, loss=0.7052417397499084
Iteration 5400, loss=0.6870810389518738
Iteration 5500, loss=0.6979185342788696
Iteration 5600, loss=0.6931880712509155
Iteration 5700, loss=0.6902581453323364
Iteration 5800, loss=0.704115092754364
Iteration 5900, loss=0.6925299167633057
Iteration 6000, loss=0.7147323489189148
Iteration 6100, loss=0.6669880151748657
Iteration 6200, loss=0.6632075309753418
Iteration 6300, loss=0.6652665138244629
Iteration 6400, loss=0.6669737100601196
Iteration 6500, loss=0.681651771068573
Iteration 6600, loss=0.7021714448928833
Iteration 6700, loss=0.6717312932014465
Iteration 6800, loss=0.7065723538398743
Iteration 6900, loss=0.6759534478187561
Iteration 7000, loss=0.6938414573669434
Iteration 7100, loss=0.6965768337249756
Iteration 7200, loss=0.6885137557983398
Iteration 7300, loss=0.7152528762817383
Iteration 7400, loss=0.7149446606636047
Iteration 7500, loss=0.6859652400016785
Iteration 7600, loss=0.6992323398590088
Iteration 7700, loss=0.6809571981430054
Iteration 7800, loss=0.6748029589653015
Iteration 7900, loss=0.6973099112510681
Iteration 8000, loss=0.6815868020057678
Iteration 8100, loss=0.49815458059310913
Iteration 8200, loss=0.6872425675392151
Iteration 8300, loss=0.7327166795730591
Iteration 8400, loss=0.7101665139198303
Iteration 8500, loss=0.7151589393615723
Iteration 8600, loss=0.6684838533401489
Iteration 8700, loss=0.7242594957351685
Iteration 8800, loss=0.7095038890838623
Iteration 8900, loss=0.6888312101364136
Iteration 9000, loss=0.695638120174408
Iteration 9100, loss=0.7236915230751038
Iteration 9200, loss=0.7064857482910156
Iteration 9300, loss=0.721649169921875
Iteration 9400, loss=0.7028754949569702
Iteration 9500, loss=0.6786201000213623
Iteration 9600, loss=0.7006065249443054
Iteration 9700, loss=0.6925675272941589
Iteration 9800, loss=0.6939859390258789
Iteration 9900, loss=0.6957131624221802
Iteration 10000, loss=0.677151620388031
{'inches': 0.5181022, 'kuwait': 0.5230149, 'jr': 0.53309846, 'one': 0.5402043, 'christopher': 0.5668376, 'capacity': 0.6242003, 'minutes': 0.63024974, 'winners': 0.63703537, 'ferdinand': 0.63766533, 'eight': 1.0}
Iteration 10100, loss=0.6782339215278625
Iteration 10200, loss=0.7048119902610779
Iteration 10300, loss=0.6312621831893921
Iteration 10400, loss=0.47709667682647705
Iteration 10500, loss=0.6981223821640015
Iteration 10600, loss=0.6915672421455383
Iteration 10700, loss=0.7054805159568787
Iteration 10800, loss=0.7134161591529846
Iteration 10900, loss=0.6643159985542297
Iteration 11000, loss=0.6882704496383667
Iteration 11100, loss=0.6691413521766663
Iteration 11200, loss=0.6897949576377869
Iteration 11300, loss=0.6770511269569397
Iteration 11400, loss=0.7262020111083984
Iteration 11500, loss=0.6937962174415588
Iteration 11600, loss=0.6881358027458191
Iteration 11700, loss=0.647670328617096
Iteration 11800, loss=0.6797895431518555
Iteration 11900, loss=0.6278457641601562
Iteration 12000, loss=0.692871630191803
Iteration 12100, loss=0.6858655214309692
Iteration 12200, loss=0.6854761838912964
Iteration 12300, loss=0.6712422966957092
Iteration 12400, loss=0.7092434167861938
Iteration 12500, loss=0.7140647172927856
Iteration 12600, loss=0.5752967000007629
Iteration 12700, loss=0.6835444569587708
Iteration 12800, loss=0.6671540141105652
Iteration 12900, loss=0.6611634492874146
Iteration 13000, loss=0.6614573001861572
Iteration 13100, loss=0.746769368648529
Iteration 13200, loss=0.6663457155227661
Iteration 13300, loss=0.634635329246521
Iteration 13400, loss=0.6620067358016968
Iteration 13500, loss=0.6629853248596191
Iteration 13600, loss=0.7165688276290894
Iteration 13700, loss=0.48367294669151306
Iteration 13800, loss=0.645729660987854
Iteration 13900, loss=0.5361859798431396
Iteration 14000, loss=0.6995528340339661
Iteration 14100, loss=0.66950923204422
Iteration 14200, loss=0.6860240697860718
Iteration 14300, loss=0.7475950121879578
Iteration 14400, loss=0.6980039477348328
Iteration 14500, loss=0.7021178007125854
Iteration 14600, loss=0.6830970048904419
Iteration 14700, loss=0.6344112753868103
Iteration 14800, loss=0.6782859563827515
Iteration 14900, loss=0.6829727292060852
Iteration 15000, loss=0.40823477506637573
Iteration 15100, loss=0.6627273559570312
Iteration 15200, loss=0.6329786777496338
Iteration 15300, loss=0.6623014807701111
Iteration 15400, loss=0.6777516007423401
Iteration 15500, loss=0.7500108480453491
Iteration 15600, loss=0.6656956672668457
Iteration 15700, loss=0.6939718723297119
Iteration 15800, loss=0.6973258256912231
Iteration 15900, loss=0.6797463297843933
Iteration 16000, loss=0.6962679624557495
Iteration 16100, loss=0.7257097959518433
Iteration 16200, loss=0.7285826206207275
Iteration 16300, loss=0.6313336491584778
Iteration 16400, loss=0.7011376619338989
Iteration 16500, loss=0.7577484846115112
Iteration 16600, loss=0.6796537041664124
Iteration 16700, loss=0.6591857671737671
Iteration 16800, loss=0.6986960172653198
Iteration 16900, loss=0.6862952709197998
Iteration 17000, loss=0.6438663005828857
Iteration 17100, loss=0.6443993449211121
Iteration 17200, loss=0.7134246826171875
Iteration 17300, loss=0.6313482522964478
Iteration 17400, loss=0.6448473334312439
Iteration 17500, loss=0.652619481086731
Iteration 17600, loss=0.6248812079429626
Iteration 17700, loss=0.6759018898010254
Iteration 17800, loss=0.7712661027908325
Iteration 17900, loss=0.731623113155365
Iteration 18000, loss=0.8375717997550964
Iteration 18100, loss=0.6455110311508179
Iteration 18200, loss=0.8551715612411499
Iteration 18300, loss=0.6329914927482605
Iteration 18400, loss=0.7024843096733093
Iteration 18500, loss=0.6627140641212463
Iteration 18600, loss=0.6011877059936523
Iteration 18700, loss=0.6811560988426208
Iteration 18800, loss=0.7374768853187561
Iteration 18900, loss=0.6615883708000183
Iteration 19000, loss=0.596798837184906
Iteration 19100, loss=0.7600382566452026
Iteration 19200, loss=0.6253048777580261
Iteration 19300, loss=0.6780322790145874
Iteration 19400, loss=0.6590492129325867
Iteration 19500, loss=0.6381967067718506
Iteration 19600, loss=0.6771725416183472
Iteration 19700, loss=0.7074204087257385
Iteration 19800, loss=0.639193594455719
Iteration 19900, loss=0.6605391502380371
Iteration 20000, loss=0.6584140062332153
{'of': 0.64521164, 'commission': 0.6519958, 'winners': 0.65604943, 'and': 0.65918106, 'blend': 0.6624178, 'sciences': 0.66505414, 'nine': 0.6941528, 'one': 0.7018645, 'constantinople': 0.72556686, 'eight': 0.9999999}
Iteration 20100, loss=0.6673528552055359
Iteration 20200, loss=0.5510231256484985
Iteration 20300, loss=0.7988852262496948
Iteration 20400, loss=0.7637017965316772
Iteration 20500, loss=0.004789938218891621
Iteration 20600, loss=0.6143695712089539
Iteration 20700, loss=0.6684151887893677
Iteration 20800, loss=0.603595495223999
Iteration 20900, loss=0.7616564035415649
Iteration 21000, loss=0.6117831468582153
Iteration 21100, loss=0.6428717374801636
Iteration 21200, loss=0.590336799621582
Iteration 21300, loss=0.7637002468109131
Iteration 21400, loss=0.5087055563926697
Iteration 21500, loss=0.8015028238296509
Iteration 21600, loss=0.6251531839370728
Iteration 21700, loss=0.786095380783081
Iteration 21800, loss=0.6014007329940796
Iteration 21900, loss=0.6305124759674072
Iteration 22000, loss=1.0234439373016357
Iteration 22100, loss=0.5754069089889526
Iteration 22200, loss=0.38790223002433777
Iteration 22300, loss=0.4204692542552948
Iteration 22400, loss=0.6260605454444885
Iteration 22500, loss=0.39358484745025635
Iteration 22600, loss=0.5623879432678223
Iteration 22700, loss=0.6628490090370178
Iteration 22800, loss=0.6755781769752502
Iteration 22900, loss=0.7520662546157837
Iteration 23000, loss=0.6485163569450378
Iteration 23100, loss=0.8464838266372681
Iteration 23200, loss=0.8030820488929749
Iteration 23300, loss=0.7337968349456787
Iteration 23400, loss=0.8505082130432129
Iteration 23500, loss=0.7003588080406189
Iteration 23600, loss=0.6474364399909973
Iteration 23700, loss=0.7612782120704651
Iteration 23800, loss=0.48913347721099854
Iteration 23900, loss=0.6404364705085754
Iteration 24000, loss=0.6095660924911499
Iteration 24100, loss=0.6162146925926208
Iteration 24200, loss=0.6300036311149597
Iteration 24300, loss=0.6431192755699158
Iteration 24400, loss=0.1881672739982605
Iteration 24500, loss=0.6954486966133118
Iteration 24600, loss=0.6373278498649597
Iteration 24700, loss=0.6523407101631165
Iteration 24800, loss=0.5550159811973572
Iteration 24900, loss=0.5469169616699219
Iteration 25000, loss=0.8425638675689697
Iteration 25100, loss=0.6039252877235413
Iteration 25200, loss=0.7876923084259033
Iteration 25300, loss=0.7354299426078796
Iteration 25400, loss=0.48848918080329895
Iteration 25500, loss=0.830654501914978
Iteration 25600, loss=0.6498595476150513
Iteration 25700, loss=0.6431109309196472
Iteration 25800, loss=0.5814807415008545
Iteration 25900, loss=0.29671427607536316
Iteration 26000, loss=0.6155949831008911
Iteration 26100, loss=0.642509937286377
Iteration 26200, loss=0.6188758611679077
Iteration 26300, loss=0.8052586913108826
Iteration 26400, loss=0.6967813372612
Iteration 26500, loss=0.7320292592048645
Iteration 26600, loss=0.8180569410324097
Iteration 26700, loss=0.610546886920929
Iteration 26800, loss=0.6293843388557434
Iteration 26900, loss=0.7973618507385254
Iteration 27000, loss=0.5372271537780762
Iteration 27100, loss=0.6775486469268799
Iteration 27200, loss=0.8659507632255554
Iteration 27300, loss=0.4280231297016144
Iteration 27400, loss=0.6007424592971802
Iteration 27500, loss=0.7034807205200195
Iteration 27600, loss=0.7352291345596313
Iteration 27700, loss=0.6168884634971619
Iteration 27800, loss=0.33852431178092957
Iteration 27900, loss=0.2761955261230469
Iteration 28000, loss=0.5950083136558533
Iteration 28100, loss=0.6440622210502625
Iteration 28200, loss=0.5637227892875671
Iteration 28300, loss=0.88564133644104
Iteration 28400, loss=0.7854042649269104
Iteration 28500, loss=0.7964332699775696
Iteration 28600, loss=0.5815730094909668
Iteration 28700, loss=0.6271787285804749
Iteration 28800, loss=0.8097761273384094
Iteration 28900, loss=0.6803905367851257
Iteration 29000, loss=0.7963657379150391
Iteration 29100, loss=0.5801244974136353
Iteration 29200, loss=0.7163203954696655
Iteration 29300, loss=0.7287163734436035
Iteration 29400, loss=0.6362454891204834
Iteration 29500, loss=0.7493366003036499
Iteration 29600, loss=0.6927505731582642
Iteration 29700, loss=0.43471813201904297
Iteration 29800, loss=0.6884077191352844
Iteration 29900, loss=0.6416608691215515
Iteration 30000, loss=0.5054922699928284
{'constantinople': 0.6790685, 'one': 0.6841921, 'blue': 0.68422216, 'grand': 0.6846384, 'four': 0.68718207, 'five': 0.6952958, 'nine': 0.69786316, 'circa': 0.78097546, 'miles': 0.7815803, 'eight': 1.0}
Iteration 30100, loss=0.7117406129837036
Iteration 30200, loss=0.7405941486358643
Iteration 30300, loss=0.35217928886413574
Iteration 30400, loss=0.22935271263122559
Iteration 30500, loss=0.7655637860298157
Iteration 30600, loss=0.652923583984375
Iteration 30700, loss=0.4638226330280304
Iteration 30800, loss=0.7309603691101074
Iteration 30900, loss=0.6259782910346985
Iteration 31000, loss=0.45501041412353516
Iteration 31100, loss=0.7769299745559692
Iteration 31200, loss=0.7115025520324707
Iteration 31300, loss=0.7496641874313354
Iteration 31400, loss=0.6196574568748474
Iteration 31500, loss=0.7610431909561157
Iteration 31600, loss=0.7537297010421753
Iteration 31700, loss=0.6801100969314575
Iteration 31800, loss=0.583548367023468
Iteration 31900, loss=0.7489386796951294
Iteration 32000, loss=0.09219031780958176
Iteration 32100, loss=0.76573646068573
Iteration 32200, loss=0.4935860335826874
Iteration 32300, loss=0.8740395307540894
Iteration 32400, loss=0.6883283257484436
Iteration 32500, loss=0.6676889657974243
Iteration 32600, loss=0.8106869459152222
Iteration 32700, loss=0.6606568694114685
Iteration 32800, loss=0.5758747458457947
Iteration 32900, loss=0.5792136192321777
Iteration 33000, loss=0.763375997543335
Iteration 33100, loss=0.5250045657157898
Iteration 33200, loss=0.6900461316108704
Iteration 33300, loss=0.7366000413894653
Iteration 33400, loss=0.6379352807998657
Iteration 33500, loss=0.44454124569892883
Iteration 33600, loss=0.2855105698108673
